"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Michigan"	"26"	"2005"	"2005"	23496	8795871	267.13
	"Michigan"	"26"	"2006"	"2006"	23374	8766638	266.62
	"Michigan"	"26"	"2007"	"2007"	23610	8710046	271.07
	"Michigan"	"26"	"2008"	"2008"	23561	8625868	273.14
	"Michigan"	"26"	"2009"	"2009"	23638	8557968	276.21
	"Michigan"	"26"	"2010"	"2010"	23854	8522110	279.91
	"Michigan"	"26"	"2011"	"2011"	24228	8487032	285.47
	"Michigan"	"26"	"2012"	"2012"	23817	8440646	282.17
	"Michigan"	"26"	"2013"	"2013"	24166	8408029	287.42
	"Michigan"	"26"	"2014"	"2014"	24510	8379825	292.49
	"Michigan"	"26"	"2015"	"2015"	24833	8351905	297.33
	"Michigan"	"26"	"2016"	"2016"	25501	8316545	306.63
"Total"	"Michigan"	"26"			423367	154925710	273.27
	"Minnesota"	"27"	"1999"	"1999"	7764	4281182	181.35
	"Minnesota"	"27"	"2000"	"2000"	7762	4325213	179.46
	"Minnesota"	"27"	"2001"	"2001"	7804	4383925	178.01
	"Minnesota"	"27"	"2002"	"2002"	8068	4416093	182.70
	"Minnesota"	"27"	"2003"	"2003"	8061	4445002	181.35
	"Minnesota"	"27"	"2004"	"2004"	8042	4473494	179.77
	"Minnesota"	"27"	"2005"	"2005"	8291	4499827	184.25
	"Minnesota"	"27"	"2006"	"2006"	8443	4533149	186.25
	"Minnesota"	"27"	"2007"	"2007"	8386	4564891	183.71
	"Minnesota"	"27"	"2008"	"2008"	8652	4588193	188.57
	"Minnesota"	"27"	"2009"	"2009"	8762	4608714	190.12
	"Minnesota"	"27"	"2010"	"2010"	8676	4620804	187.76
	"Minnesota"	"27"	"2011"	"2011"	8940	4643093	192.54
	"Minnesota"	"27"	"2012"	"2012"	8998	4649372	193.53
	"Minnesota"	"27"	"2013"	"2013"	9104	4664303	195.18
	"Minnesota"	"27"	"2014"	"2014"	9072	4677031	193.97
	"Minnesota"	"27"	"2015"	"2015"	9402	4683951	200.73
	"Minnesota"	"27"	"2016"	"2016"	9617	4687724	205.15
"Total"	"Minnesota"	"27"			153844	81745961	188.20
	"Mississippi"	"28"	"1999"	"1999"	8458	2486077	340.21
	"Mississippi"	"28"	"2000"	"2000"	8628	2501135	344.96
	"Mississippi"	"28"	"2001"	"2001"	8607	2508432	343.12
	"Mississippi"	"28"	"2002"	"2002"	8913	2513281	354.64
	"Mississippi"	"28"	"2003"	"2003"	8990	2520385	356.69
	"Mississippi"	"28"	"2004"	"2004"	9120	2537690	359.38
	"Mississippi"	"28"	"2005"	"2005"	9591	2549744	376.16
	"Mississippi"	"28"	"2006"	"2006"	9662	2546781	379.38
	"Mississippi"	"28"	"2007"	"2007"	9504	2565394	370.47
	"Mississippi"	"28"	"2008"	"2008"	9579	2577490	371.64
	"Mississippi"	"28"	"2009"	"2009"	9368	2582806	362.71
	"Mississippi"	"28"	"2010"	"2010"	9488	2586890	366.77
	"Mississippi"	"28"	"2011"	"2011"	9719	2590441	375.19
	"Mississippi"	"28"	"2012"	"2012"	9532	2580851	369.34
	"Mississippi"	"28"	"2013"	"2013"	9960	2574907	386.81
	"Mississippi"	"28"	"2014"	"2014"	10121	2565696	394.47
	"Mississippi"	"28"	"2015"	"2015"	10125	2552632	396.65
	"Mississippi"	"28"	"2016"	"2016"	10255	2537785	404.09
"Total"	"Mississippi"	"28"			169620	45878417	369.72
	"Missouri"	"29"	"1999"	"1999"	12976	4807726	269.90
	"Missouri"	"29"	"2000"	"2000"	13000	4839832	268.60
	"Missouri"	"29"	"2001"	"2001"	13218	4882958	270.70
	"Missouri"	"29"	"2002"	"2002"	13738	4915363	279.49
	"Missouri"	"29"	"2003"	"2003"	13986	4946033	282.77
	"Missouri"	"29"	"2004"	"2004"	13872	4980193	278.54
	"Missouri"	"29"	"2005"	"2005"	14320	5016364	285.47
	"Missouri"	"29"	"2006"	"2006"	14655	5058092	289.73
	"Missouri"	"29"	"2007"	"2007"	14257	5091267	280.03
	"Missouri"	"29"	"2008"	"2008"	15051	5111581	294.45
	"Missouri"	"29"	"2009"	"2009"	14989	5134112	291.95
	"Missouri"	"29"	"2010"	"2010"	14942	5150633	290.10
	"Missouri"	"29"	"2011"	"2011"	15293	5156036	296.60
	"Missouri"	"29"	"2012"	"2012"	15260	5138807	296.96
	"Missouri"	"29"	"2013"	"2013"	15500	5136394	301.77
	"Missouri"	"29"	"2014"	"2014"	15869	5131374	309.25
	"Missouri"	"29"	"2015"	"2015"	16301	5128750	317.84
	"Missouri"	"29"	"2016"	"2016"	16364	5114979	319.92
"Total"	"Missouri"	"29"			263591	90740494	290.49
	"Montana"	"30"	"1999"	"1999"	1852	777559	238.18
	"Montana"	"30"	"2000"	"2000"	1885	781246	241.28
	"Montana"	"30"	"2001"	"2001"	1911	784436	243.61
	"Montana"	"30"	"2002"	"2002"	2079	787871	263.88
	"Montana"	"30"	"2003"	"2003"	2102	794335	264.62
	"Montana"	"30"	"2004"	"2004"	2021	802733	251.76
	"Montana"	"30"	"2005"	"2005"	2187	810671	269.78
	"Montana"	"30"	"2006"	"2006"	2183	819910	266.25
	"Montana"	"30"	"2007"	"2007"	2247	828691	271.15
	"Montana"	"30"	"2008"	"2008"	2261	836084	270.43
	"Montana"	"30"	"2009"	"2009"	2377	840055	282.96
	"Montana"	"30"	"2010"	"2010"	2254	842673	267.48
	"Montana"	"30"	"2011"	"2011"	2390	846747	282.26
	"Montana"	"30"	"2012"	"2012"	2388	846852	281.99
	"Montana"	"30"	"2013"	"2013"	2423	850397	284.93
	"Montana"	"30"	"2014"	"2014"	2365	852424	277.44
	"Montana"	"30"	"2015"	"2015"	2635	854938	308.21
	"Montana"	"30"	"2016"	"2016"	2528	857480	294.82
"Total"	"Montana"	"30"			40088	14815102	270.59
	"Nebraska"	"31"	"1999"	"1999"	3077	1472234	209.00
	"Nebraska"	"31"	"2000"	"2000"	2938	1479068	198.64
	"Nebraska"	"31"	"2001"	"2001"	3026	1487555	203.42
	"Nebraska"	"31"	"2002"	"2002"	3273	1496093	218.77
	"Nebraska"	"31"	"2003"	"2003"	3114	1506645	206.68
	"Nebraska"	"31"	"2004"	"2004"	3120	1517240	205.64
	"Nebraska"	"31"	"2005"	"2005"	3152	1528071	206.27
	"Nebraska"	"31"	"2006"	"2006"	3279	1537457	213.27
	"Nebraska"	"31"	"2007"	"2007"	3303	1545718	213.69
	"Nebraska"	"31"	"2008"	"2008"	3372	1555630	216.76
	"Nebraska"	"31"	"2009"	"2009"	3364	1568551	214.47
	"Nebraska"	"31"	"2010"	"2010"	3365	1579664	213.02
	"Nebraska"	"31"	"2011"	"2011"	3449	1592259	216.61
	"Nebraska"	"31"	"2012"	"2012"	3494	1598171	218.62
	"Nebraska"	"31"	"2013"	"2013"	3457	1604508	215.46
	"Nebraska"	"31"	"2014"	"2014"	3691	1610514	229.18
	"Nebraska"	"31"	"2015"	"2015"	3781	1617479	233.76
	"Nebraska"	"31"	"2016"	"2016"	3652	1620372	225.38
"Total"	"Nebraska"	"31"			59907	27917229	214.59
	"Nevada"	"32"	"1999"	"1999"	4857	1720676	282.27
	"Nevada"	"32"	"2000"	"2000"	5072	1779328	285.05
	"Nevada"	"32"	"2001"	"2001"	5208	1866606	279.01
	"Nevada"	"32"	"2002"	"2002"	5475	1932153	283.36
	"Nevada"	"32"	"2003"	"2003"	5876	1996087	294.38
	"Nevada"	"32"	"2004"	"2004"	5880	2082500	282.35
	"Nevada"	"32"	"2005"	"2005"	6396	2160400	296.06
	"Nevada"	"32"	"2006"	"2006"	6375	2242243	284.31
	"Nevada"	"32"	"2007"	"2007"	6482	2310316	280.57
	"Nevada"	"32"	"2008"	"2008"	6414	2350612	272.87
	"Nevada"	"32"	"2009"	"2009"	6446	2369442	272.05
	"Nevada"	"32"	"2010"	"2010"	6400	2376192	269.34
	"Nevada"	"32"	"2011"	"2011"	6537	2383844	274.22
	"Nevada"	"32"	"2012"	"2012"	6439	2398017	268.51
	"Nevada"	"32"	"2013"	"2013"	6625	2409236	274.98
	"Nevada"	"32"	"2014"	"2014"	6686	2437252	274.33
	"Nevada"	"32"	"2015"	"2015"	6921	2468727	280.35
	"Nevada"	"32"	"2016"	"2016"	7167	2498916	286.80
"Total"	"Nevada"	"32"			111256	39782547	279.66
	"New Hampshire"	"33"	"1999"	"1999"	2086	1075406	193.97
	"New Hampshire"	"33"	"2000"	"2000"	2121	1087816	194.98
	"New Hampshire"	"33"	"2001"	"2001"	2156	1106241	194.89
	"New Hampshire"	"33"	"2002"	"2002"	2245	1118462	200.72
	"New Hampshire"	"33"	"2003"	"2003"	2279	1127499	202.13
	"New Hampshire"	"33"	"2004"	"2004"	2246	1134252	198.02
	"New Hampshire"	"33"	"2005"	"2005"	2424	1140793	212.48
	"New Hampshire"	"33"	"2006"	"2006"	2387	1146516	208.20
	"New Hampshire"	"33"	"2007"	"2007"	2450	1146461	213.70
	"New Hampshire"	"33"	"2008"	"2008"	2413	1144548	210.83
	"New Hampshire"	"33"	"2009"	"2009"	2467	1140833	216.25
	"New Hampshire"	"33"	"2010"	"2010"	2384	1138202	209.45
	"New Hampshire"	"33"	"2011"	"2011"	2546	1133818	224.55
	"New Hampshire"	"33"	"2012"	"2012"	2506	1126915	222.38
	"New Hampshire"	"33"	"2013"	"2013"	2566	1120254	229.06
	"New Hampshire"	"33"	"2014"	"2014"	2759	1115750	247.28
	"New Hampshire"	"33"	"2015"	"2015"	2840	1111666	255.47
	"New Hampshire"	"33"	"2016"	"2016"	3043	1107991	274.64
"Total"	"New Hampshire"	"33"			43918	20223423	217.16
	"New Jersey"	"34"	"1999"	"1999"	16919	7250370	233.35
	"New Jersey"	"34"	"2000"	"2000"	17056	7301214	233.60
	"New Jersey"	"34"	"2001"	"2001"	17886	7377817	242.43
	"New Jersey"	"34"	"2002"	"2002"	17208	7436769	231.39
	"New Jersey"	"34"	"2003"	"2003"	17101	7482852	228.54
	"New Jersey"	"34"	"2004"	"2004"	16935	7515261	225.34
	"New Jersey"	"34"	"2005"	"2005"	17013	7531321	225.90
	"New Jersey"	"34"	"2006"	"2006"	17450	7537103	231.52
	"New Jersey"	"34"	"2007"	"2007"	16417	7542366	217.66
	"New Jersey"	"34"	"2008"	"2008"	16500	7553185	218.45
	"New Jersey"	"34"	"2009"	"2009"	16154	7581981	213.06
	"New Jersey"	"34"	"2010"	"2010"	16359	7605901	215.08
	"New Jersey"	"34"	"2011"	"2011"	16875	7612795	221.67
	"New Jersey"	"34"	"2012"	"2012"	16502	7614035	216.73
	"New Jersey"	"34"	"2013"	"2013"	16515	7615871	216.85
	"New Jersey"	"34"	"2014"	"2014"	16522	7624672	216.69
	"New Jersey"	"34"	"2015"	"2015"	16711	7614387	219.47
	"New Jersey"	"34"	"2016"	"2016"	17486	7571857	230.93
"Total"	"New Jersey"	"34"			303609	135369757	224.28
	"New Mexico"	"35"	"1999"	"1999"	4002	1599670	250.18
	"New Mexico"	"35"	"2000"	"2000"	3964	1606821	246.70
	"New Mexico"	"35"	"2001"	"2001"	4188	1614291	259.43
	"New Mexico"	"35"	"2002"	"2002"	4371	1634006	267.50
	"New Mexico"	"35"	"2003"	"2003"	4523	1651650	273.85
	"New Mexico"	"35"	"2004"	"2004"	4553	1673412	272.08
	"New Mexico"	"35"	"2005"	"2005"	4675	1695255	275.77
	"New Mexico"	"35"	"2006"	"2006"	4863	1717805	283.09
	"New Mexico"	"35"	"2007"	"2007"	4973	1739297	285.92
	"New Mexico"	"35"	"2008"	"2008"	5107	1752288	291.45
	"New Mexico"	"35"	"2009"	"2009"	5070	1770585	286.35
	"New Mexico"	"35"	"2010"	"2010"	4998	1786924	279.70
	"New Mexico"	"35"	"2011"	"2011"	5238	1799849	291.02
	"New Mexico"	"35"	"2012"	"2012"	5319	1790705	297.03
	"New Mexico"	"35"	"2013"	"2013"	5206	1778626	292.70
	"New Mexico"	"35"	"2014"	"2014"	5572	1766717	315.39
	"New Mexico"	"35"	"2015"	"2015"	5514	1754704	314.24
	"New Mexico"	"35"	"2016"	"2016"	5745	1738589	330.44
"Total"	"New Mexico"	"35"			87881	30871194	284.67
	"New York"	"36"	"1999"	"1999"	38413	16452971	233.47
	"New York"	"36"	"2000"	"2000"	37957	16528105	229.65
	"New York"	"36"	"2001"	"2001"	39889	16620011	240.01
	"New York"	"36"	"2002"	"2002"	38191	16665402	229.16
	"New York"	"36"	"2003"	"2003"	37866	16694944	226.81
	"New York"	"36"	"2004"	"2004"	37313	16683343	223.65
	"New York"	"36"	"2005"	"2005"	37047	16638482	222.66
	"New York"	"36"	"2006"	"2006"	36746	16612403	221.20
	"New York"	"36"	"2007"	"2007"	36457	16614787	219.43
	"New York"	"36"	"2008"	"2008"	36127	16653167	216.94
	"New York"	"36"	"2009"	"2009"	36095	16714856	215.95
	"New York"	"36"	"2010"	"2010"	35658	16760159	212.75
	"New York"	"36"	"2011"	"2011"	35934	16800503	213.89
	"New York"	"36"	"2012"	"2012"	35701	16812689	212.35
	"New York"	"36"	"2013"	"2013"	35737	16818646	212.48
	"New York"	"36"	"2014"	"2014"	35623	16848133	211.44
	"New York"	"36"	"2015"	"2015"	35657	16831476	211.85
	"New York"	"36"	"2016"	"2016"	37097	16712780	221.97
"Total"	"New York"	"36"			663508	300462857	220.83
	"North Carolina"	"37"	"1999"	"1999"	19256	6987598	275.57
	"North Carolina"	"37"	"2000"	"2000"	19978	7080265	282.16
	"North Carolina"	"37"	"2001"	"2001"	19964	7223846	276.36
	"North Carolina"	"37"	"2002"	"2002"	20300	7325018	277.13
	"North Carolina"	"37"	"2003"	"2003"	20975	7403486	283.31
	"North Carolina"	"37"	"2004"	"2004"	21250	7516610	282.71
	"North Carolina"	"37"	"2005"	"2005"	21791	7646787	284.97
	"North Carolina"	"37"	"2006"	"2006"	22497	7820445	287.67
	"North Carolina"	"37"	"2007"	"2007"	22732	7988748	284.55
	"North Carolina"	"37"	"2008"	"2008"	22791	8138752	280.03
	"North Carolina"	"37"	"2009"	"2009"	22887	8242916	277.66
	"North Carolina"	"37"	"2010"	"2010"	22627	8301404	272.57
	"North Carolina"	"37"	"2011"	"2011"	23104	8377615	275.78
	"North Carolina"	"37"	"2012"	"2012"	23327	8404204	277.56
	"North Carolina"	"37"	"2013"	"2013"	23502	8440961	278.43
	"North Carolina"	"37"	"2014"	"2014"	24032	8480602	283.38
	"North Carolina"	"37"	"2015"	"2015"	24595	8525978	288.47
	"North Carolina"	"37"	"2016"	"2016"	25620	8577323	298.69
"Total"	"North Carolina"	"37"			401228	142482558	281.60
	"North Dakota"	"38"	"1999"	"1999"	1126	549888	204.77
	"North Dakota"	"38"	"2000"	"2000"	1078	547722	196.82
	"North Dakota"	"38"	"2001"	"2001"	1118	544817	205.21
	"North Dakota"	"38"	"2002"	"2002"	1103	544177	202.69
	"North Dakota"	"38"	"2003"	"2003"	1193	545049	218.88
	"North Dakota"	"38"	"2004"	"2004"	1052	550396	191.14
	"North Dakota"	"38"	"2005"	"2005"	1167	552133	211.36
	"North Dakota"	"38"	"2006"	"2006"	1199	555040	216.02
	"North Dakota"	"38"	"2007"	"2007"	1168	558094	209.28
	"North Dakota"	"38"	"2008"	"2008"	1251	561784	222.68
	"North Dakota"	"38"	"2009"	"2009"	1307	568396	229.95
	"North Dakota"	"38"	"2010"	"2010"	1260	575114	219.09
	"North Dakota"	"38"	"2011"	"2011"	1343	585337	229.44
	"North Dakota"	"38"	"2012"	"2012"	1412	598962	235.74
	"North Dakota"	"38"	"2013"	"2013"	1502	620578	242.03
	"North Dakota"	"38"	"2014"	"2014"	1439	634484	226.80
	"North Dakota"	"38"	"2015"	"2015"	1574	649646	242.29
	"North Dakota"	"38"	"2016"	"2016"	1527	647953	235.67
"Total"	"North Dakota"	"38"			22819	10389570	219.63
	"Ohio"	"39"	"1999"	"1999"	24772	9829865	252.01
	"Ohio"	"39"	"2000"	"2000"	24970	9845383	253.62
	"Ohio"	"39"	"2001"	"2001"	25170	9877473	254.82
	"Ohio"	"39"	"2002"	"2002"	26041	9896127	263.14
	"Ohio"	"39"	"2003"	"2003"	26322	9915732	265.46
	"Ohio"	"39"	"2004"	"2004"	26328	9929959	265.14
	"Ohio"	"39"	"2005"	"2005"	27345	9936091	275.21
	"Ohio"	"39"	"2006"	"2006"	27350	9940048	275.15
	"Ohio"	"39"	"2007"	"2007"	27575	9939355	277.43
	"Ohio"	"39"	"2008"	"2008"	28098	9926262	283.07
	"Ohio"	"39"	"2009"	"2009"	28330	9921173	285.55
	"Ohio"	"39"	"2010"	"2010"	28334	9914489	285.78
	"Ohio"	"39"	"2011"	"2011"	29215	9896507	295.21
	"Ohio"	"39"	"2012"	"2012"	29224	9839103	297.02
	"Ohio"	"39"	"2013"	"2013"	29549	9818511	300.95
	"Ohio"	"39"	"2014"	"2014"	29928	9794994	305.54
	"Ohio"	"39"	"2015"	"2015"	31055	9770471	317.85
	"Ohio"	"39"	"2016"	"2016"	32604	9727744	335.17
"Total"	"Ohio"	"39"			502210	177719287	282.59
	"Oklahoma"	"40"	"1999"	"1999"	8780	2983242	294.31
	"Oklahoma"	"40"	"2000"	"2000"	9028	2994704	301.47
	"Oklahoma"	"40"	"2001"	"2001"	8933	3009839	296.79
	"Oklahoma"	"40"	"2002"	"2002"	9556	3031295	315.24
	"Oklahoma"	"40"	"2003"	"2003"	9683	3044912	318.01
	"Oklahoma"	"40"	"2004"	"2004"	9806	3062140	320.23
	"Oklahoma"	"40"	"2005"	"2005"	10324	3081828	335.00
	"Oklahoma"	"40"	"2006"	"2006"	10297	3119043	330.13
	"Oklahoma"	"40"	"2007"	"2007"	10572	3152988	335.30
	"Oklahoma"	"40"	"2008"	"2008"	11084	3178741	348.69
	"Oklahoma"	"40"	"2009"	"2009"	11032	3217921	342.83
	"Oklahoma"	"40"	"2010"	"2010"	11038	3244637	340.19
	"Oklahoma"	"40"	"2011"	"2011"	11279	3273854	344.52
	"Oklahoma"	"40"	"2012"	"2012"	11281	3280573	343.87
	"Oklahoma"	"40"	"2013"	"2013"	11658	3301447	353.12
	"Oklahoma"	"40"	"2014"	"2014"	11810	3315520	356.20
	"Oklahoma"	"40"	"2015"	"2015"	11963	3335088	358.70
	"Oklahoma"	"40"	"2016"	"2016"	11912	3333423	357.35
"Total"	"Oklahoma"	"40"			190036	56961195	333.62
	"Oregon"	"41"	"1999"	"1999"	6542	2957391	221.21
	"Oregon"	"41"	"2000"	"2000"	6550	2983222	219.56
	"Oregon"	"41"	"2001"	"2001"	6855	3025504	226.57
	"Oregon"	"41"	"2002"	"2002"	7219	3065449	235.50
	"Oregon"	"41"	"2003"	"2003"	7497	3093233	242.37
	"Oregon"	"41"	"2004"	"2004"	7362	3108009	236.87
	"Oregon"	"41"	"2005"	"2005"	7621	3143120	242.47
	"Oregon"	"41"	"2006"	"2006"	7796	3189163	244.45
	"Oregon"	"41"	"2007"	"2007"	7953	3229115	246.29
	"Oregon"	"41"	"2008"	"2008"	7902	3260704	242.34
	"Oregon"	"41"	"2009"	"2009"	8112	3285860	246.88
	"Oregon"	"41"	"2010"	"2010"	7890	3297541	239.27
	"Oregon"	"41"	"2011"	"2011"	8133	3318798	245.06
	"Oregon"	"41"	"2012"	"2012"	8130	3317734	245.05
	"Oregon"	"41"	"2013"	"2013"	8180	3322670	246.19
	"Oregon"	"41"	"2014"	"2014"	8452	3336352	253.33
	"Oregon"	"41"	"2015"	"2015"	8462	3368101	251.24
	"Oregon"	"41"	"2016"	"2016"	8491	3404587	249.40
"Total"	"Oregon"	"41"			139147	57706553	241.13
	"Pennsylvania"	"42"	"1999"	"1999"	26623	10343245	257.40
	"Pennsylvania"	"42"	"2000"	"2000"	26923	10361889	259.83
	"Pennsylvania"	"42"	"2001"	"2001"	27184	10390066	261.63
	"Pennsylvania"	"42"	"2002"	"2002"	27659	10429302	265.20
	"Pennsylvania"	"42"	"2003"	"2003"	27753	10476874	264.90
	"Pennsylvania"	"42"	"2004"	"2004"	27779	10520583	264.04
	"Pennsylvania"	"42"	"2005"	"2005"	28717	10562986	271.86
	"Pennsylvania"	"42"	"2006"	"2006"	28935	10617860	272.51
	"Pennsylvania"	"42"	"2007"	"2007"	28566	10659088	268.00
	"Pennsylvania"	"42"	"2008"	"2008"	28655	10682873	268.23
	"Pennsylvania"	"42"	"2009"	"2009"	28880	10720210	269.40
	"Pennsylvania"	"42"	"2010"	"2010"	28693	10743072	267.08
	"Pennsylvania"	"42"	"2011"	"2011"	29867	10761321	277.54
	"Pennsylvania"	"42"	"2012"	"2012"	29194	10720675	272.31
	"Pennsylvania"	"42"	"2013"	"2013"	29349	10682471	274.74
	"Pennsylvania"	"42"	"2014"	"2014"	29501	10652688	276.93
	"Pennsylvania"	"42"	"2015"	"2015"	30522	10622715	287.33
	"Pennsylvania"	"42"	"2016"	"2016"	31771	10560506	300.85
"Total"	"Pennsylvania"	"42"			516571	190508424	271.15
	"Rhode Island"	"44"	"1999"	"1999"	1860	887642	209.54
	"Rhode Island"	"44"	"2000"	"2000"	1896	895917	211.63
	"Rhode Island"	"44"	"2001"	"2001"	1984	905698	219.06
	"Rhode Island"	"44"	"2002"	"2002"	2089	915168	228.26
	"Rhode Island"	"44"	"2003"	"2003"	2129	921294	231.09
	"Rhode Island"	"44"	"2004"	"2004"	2005	924876	216.79
	"Rhode Island"	"44"	"2005"	"2005"	2033	919643	221.06
	"Rhode Island"	"44"	"2006"	"2006"	2044	914980	223.39
	"Rhode Island"	"44"	"2007"	"2007"	2071	909497	227.71
	"Rhode Island"	"44"	"2008"	"2008"	2099	905301	231.86
	"Rhode Island"	"44"	"2009"	"2009"	2092	902526	231.79
	"Rhode Island"	"44"	"2010"	"2010"	2081	900686	231.05
	"Rhode Island"	"44"	"2011"	"2011"	2107	897159	234.85
	"Rhode Island"	"44"	"2012"	"2012"	2033	891663	228.00
	"Rhode Island"	"44"	"2013"	"2013"	2164	888697	243.50
	"Rhode Island"	"44"	"2014"	"2014"	2120	889026	238.46
	"Rhode Island"	"44"	"2015"	"2015"	2215	886322	249.91
	"Rhode Island"	"44"	"2016"	"2016"	2234	882462	253.16
"Total"	"Rhode Island"	"44"			37256	16238557	229.43
	"South Carolina"	"45"	"1999"	"1999"	11223	3494813	321.13
	"South Carolina"	"45"	"2000"	"2000"	11295	3526679	320.27
	"South Carolina"	"45"	"2001"	"2001"	11507	3571060	322.23
	"South Carolina"	"45"	"2002"	"2002"	11672	3607318	323.56
	"South Carolina"	"45"	"2003"	"2003"	12073	3641513	331.54
	"South Carolina"	"45"	"2004"	"2004"	12113	3691388	328.14
	"South Carolina"	"45"	"2005"	"2005"	12417	3736993	332.27
	"South Carolina"	"45"	"2006"	"2006"	12727	3802677	334.69
	"South Carolina"	"45"	"2007"	"2007"	12988	3870516	335.56
	"South Carolina"	"45"	"2008"	"2008"	12741	3932018	324.03
	"South Carolina"	"45"	"2009"	"2009"	12858	3972940	323.64
	"South Carolina"	"45"	"2010"	"2010"	13150	3993490	329.29
	"South Carolina"	"45"	"2011"	"2011"	13022	4020669	323.88
	"South Carolina"	"45"	"2012"	"2012"	13090	4028264	324.95
	"South Carolina"	"45"	"2013"	"2013"	13233	4047071	326.98
	"South Carolina"	"45"	"2014"	"2014"	13648	4070617	335.28
	"South Carolina"	"45"	"2015"	"2015"	14095	4101351	343.67
	"South Carolina"	"45"	"2016"	"2016"	14405	4130887	348.71
"Total"	"South Carolina"	"45"			228257	69240264	329.66
	"South Dakota"	"46"	"1999"	"1999"	1488	642636	231.55
	"South Dakota"	"46"	"2000"	"2000"	1402	646713	216.79
	"South Dakota"	"46"	"2001"	"2001"	1453	649847	223.59
	"South Dakota"	"46"	"2002"	"2002"	1445	652009	221.62
	"South Dakota"	"46"	"2003"	"2003"	1612	655498	245.92
	"South Dakota"	"46"	"2004"	"2004"	1520	661642	229.73
	"South Dakota"	"46"	"2005"	"2005"	1643	666289	246.59
	"South Dakota"	"46"	"2006"	"2006"	1604	672440	238.53
	"South Dakota"	"46"	"2007"	"2007"	1531	679574	225.29
	"South Dakota"	"46"	"2008"	"2008"	1571	685249	229.26
	"South Dakota"	"46"	"2009"	"2009"	1651	691724	238.68
	"South Dakota"	"46"	"2010"	"2010"	1642	697599	235.38
	"South Dakota"	"46"	"2011"	"2011"	1667	705429	236.31
	"South Dakota"	"46"	"2012"	"2012"	1763	711171	247.90
	"South Dakota"	"46"	"2013"	"2013"	1720	718714	239.32
	"South Dakota"	"46"	"2014"	"2014"	1852	722952	256.17
	"South Dakota"	"46"	"2015"	"2015"	1894	724049	261.58
	"South Dakota"	"46"	"2016"	"2016"	1895	726649	260.79
"Total"	"South Dakota"	"46"			29353	12310184	238.44
	"Tennessee"	"47"	"1999"	"1999"	15108	4940433	305.80
	"Tennessee"	"47"	"2000"	"2000"	15691	4985972	314.70
	"Tennessee"	"47"	"2001"	"2001"	15771	5038448	313.01
	"Tennessee"	"47"	"2002"	"2002"	16603	5078381	326.93
	"Tennessee"	"47"	"2003"	"2003"	17159	5120907	335.08
	"Tennessee"	"47"	"2004"	"2004"	17157	5174124	331.59
	"Tennessee"	"47"	"2005"	"2005"	17641	5239201	336.71
	"Tennessee"	"47"	"2006"	"2006"	18064	5314406	339.91
	"Tennessee"	"47"	"2007"	"2007"	17840	5382985	331.41
	"Tennessee"	"47"	"2008"	"2008"	17927	5430415	330.12
	"Tennessee"	"47"	"2009"	"2009"	18333	5468675	335.24
	"Tennessee"	"47"	"2010"	"2010"	18448	5492643	335.87
	"Tennessee"	"47"	"2011"	"2011"	18895	5523702	342.07
	"Tennessee"	"47"	"2012"	"2012"	19058	5537736	344.15
	"Tennessee"	"47"	"2013"	"2013"	19097	5543602	344.49
	"Tennessee"	"47"	"2014"	"2014"	19735	5563652	354.71
	"Tennessee"	"47"	"2015"	"2015"	20037	5583747	358.85
	"Tennessee"	"47"	"2016"	"2016"	20474	5604142	365.34
"Total"	"Tennessee"	"47"			323038	96023171	336.42
	"Texas"	"48"	"1999"	"1999"	42087	18507927	227.40
	"Texas"	"48"	"2000"	"2000"	43566	18779288	231.99
	"Texas"	"48"	"2001"	"2001"	45136	19212957	234.92
	"Texas"	"48"	"2002"	"2002"	46861	19556857	239.61
	"Texas"	"48"	"2003"	"2003"	47749	19860971	240.42
	"Texas"	"48"	"2004"	"2004"	47835	20184838	236.98
	"Texas"	"48"	"2005"	"2005"	49130	20520309	239.42
	"Texas"	"48"	"2006"	"2006"	50163	21029929	238.53
	"Texas"	"48"	"2007"	"2007"	51602	21443886	240.64
	"Texas"	"48"	"2008"	"2008"	52541	21845051	240.52
	"Texas"	"48"	"2009"	"2009"	52879	22259016	237.56
	"Texas"	"48"	"2010"	"2010"	52781	22543675	234.13
	"Texas"	"48"	"2011"	"2011"	53678	22968652	233.70
	"Texas"	"48"	"2012"	"2012"	54683	23219908	235.50
	"Texas"	"48"	"2013"	"2013"	55665	23482026	237.05
	"Texas"	"48"	"2014"	"2014"	57475	23857877	240.91
	"Texas"	"48"	"2015"	"2015"	58088	24243946	239.60
	"Texas"	"48"	"2016"	"2016"	59139	24509356	241.29
"Total"	"Texas"	"48"			921058	388026469	237.37
	"Utah"	"49"	"1999"	"1999"	3322	2015839	164.79
	"Utah"	"49"	"2000"	"2000"	3316	2042947	162.31
	"Utah"	"49"	"2001"	"2001"	3515	2089348	168.23
	"Utah"	"49"	"2002"	"2002"	3552	2126875	167.01
	"Utah"	"49"	"2003"	"2003"	3812	2158574	176.60
	"Utah"	"49"	"2004"	"2004"	3869	2195724	176.21
	"Utah"	"49"	"2005"	"2005"	3831	2244947	170.65
	"Utah"	"49"	"2006"	"2006"	4095	2304641	177.68
