"Notes"	"State"	"State Code"	"Year"	"Year Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"2009"	"2009"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	263	1364716	19.27
	"Idaho"	"16"	"2010"	"2010"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	98	1372914	7.14
	"Idaho"	"16"	"2010"	"2010"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	277	1372914	20.18
	"Idaho"	"16"	"2010"	"2010"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	72	1372914	5.24
	"Idaho"	"16"	"2010"	"2010"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	22	1372914	1.60
	"Idaho"	"16"	"2010"	"2010"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	241	1372914	17.55
	"Idaho"	"16"	"2011"	"2011"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	99	1382552	7.16
	"Idaho"	"16"	"2011"	"2011"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	308	1382552	22.28
	"Idaho"	"16"	"2011"	"2011"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	74	1382552	5.35
	"Idaho"	"16"	"2011"	"2011"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	30	1382552	2.17
	"Idaho"	"16"	"2011"	"2011"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	243	1382552	17.58
	"Idaho"	"16"	"2012"	"2012"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	97	1383150	7.01
	"Idaho"	"16"	"2012"	"2012"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	274	1383150	19.81
	"Idaho"	"16"	"2012"	"2012"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	79	1383150	5.71
	"Idaho"	"16"	"2012"	"2012"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	23	1383150	1.66
	"Idaho"	"16"	"2012"	"2012"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	256	1383150	18.51
	"Idaho"	"16"	"2013"	"2013"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	115	1388994	8.28
	"Idaho"	"16"	"2013"	"2013"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	284	1388994	20.45
	"Idaho"	"16"	"2013"	"2013"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	74	1388994	5.33
	"Idaho"	"16"	"2013"	"2013"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	39	1388994	2.81
	"Idaho"	"16"	"2013"	"2013"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	251	1388994	18.07
	"Idaho"	"16"	"2014"	"2014"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	106	1401088	7.57
	"Idaho"	"16"	"2014"	"2014"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	307	1401088	21.91
	"Idaho"	"16"	"2014"	"2014"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	81	1401088	5.78
	"Idaho"	"16"	"2014"	"2014"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	36	1401088	2.57
	"Idaho"	"16"	"2014"	"2014"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	273	1401088	19.48
	"Idaho"	"16"	"2015"	"2015"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	112	1411436	7.94
	"Idaho"	"16"	"2015"	"2015"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	322	1411436	22.81
	"Idaho"	"16"	"2015"	"2015"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	86	1411436	6.09
	"Idaho"	"16"	"2015"	"2015"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	30	1411436	2.13
	"Idaho"	"16"	"2015"	"2015"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	306	1411436	21.68
	"Idaho"	"16"	"2016"	"2016"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	103	1428151	7.21
	"Idaho"	"16"	"2016"	"2016"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	317	1428151	22.20
	"Idaho"	"16"	"2016"	"2016"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	81	1428151	5.67
	"Idaho"	"16"	"2016"	"2016"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	38	1428151	2.66
	"Idaho"	"16"	"2016"	"2016"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	281	1428151	19.68
	"Illinois"	"17"	"1999"	"1999"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	684	10859179	6.30
	"Illinois"	"17"	"1999"	"1999"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3876	10859179	35.69
	"Illinois"	"17"	"1999"	"1999"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	850	10859179	7.83
	"Illinois"	"17"	"1999"	"1999"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	373	10859179	3.43
	"Illinois"	"17"	"1999"	"1999"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	845	10859179	7.78
	"Illinois"	"17"	"2000"	"2000"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	679	10919268	6.22
	"Illinois"	"17"	"2000"	"2000"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3732	10919268	34.18
	"Illinois"	"17"	"2000"	"2000"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	886	10919268	8.11
	"Illinois"	"17"	"2000"	"2000"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	306	10919268	2.80
	"Illinois"	"17"	"2000"	"2000"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	824	10919268	7.55
	"Illinois"	"17"	"2001"	"2001"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	687	10987443	6.25
	"Illinois"	"17"	"2001"	"2001"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3691	10987443	33.59
	"Illinois"	"17"	"2001"	"2001"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	808	10987443	7.35
	"Illinois"	"17"	"2001"	"2001"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	304	10987443	2.77
	"Illinois"	"17"	"2001"	"2001"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	937	10987443	8.53
	"Illinois"	"17"	"2002"	"2002"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	719	11026613	6.52
	"Illinois"	"17"	"2002"	"2002"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3786	11026613	34.34
	"Illinois"	"17"	"2002"	"2002"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	812	11026613	7.36
	"Illinois"	"17"	"2002"	"2002"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	321	11026613	2.91
	"Illinois"	"17"	"2002"	"2002"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	970	11026613	8.80
	"Illinois"	"17"	"2003"	"2003"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	684	11050463	6.19
	"Illinois"	"17"	"2003"	"2003"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3641	11050463	32.95
	"Illinois"	"17"	"2003"	"2003"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	824	11050463	7.46
	"Illinois"	"17"	"2003"	"2003"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	320	11050463	2.90
	"Illinois"	"17"	"2003"	"2003"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	868	11050463	7.85
	"Illinois"	"17"	"2004"	"2004"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	753	11078454	6.80
	"Illinois"	"17"	"2004"	"2004"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3519	11078454	31.76
	"Illinois"	"17"	"2004"	"2004"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	799	11078454	7.21
	"Illinois"	"17"	"2004"	"2004"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	330	11078454	2.98
	"Illinois"	"17"	"2004"	"2004"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	886	11078454	8.00
	"Illinois"	"17"	"2005"	"2005"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	768	11092586	6.92
	"Illinois"	"17"	"2005"	"2005"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3520	11092586	31.73
	"Illinois"	"17"	"2005"	"2005"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	736	11092586	6.64
	"Illinois"	"17"	"2005"	"2005"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	355	11092586	3.20
	"Illinois"	"17"	"2005"	"2005"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	915	11092586	8.25
	"Illinois"	"17"	"2006"	"2006"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	742	11120602	6.67
	"Illinois"	"17"	"2006"	"2006"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3366	11120602	30.27
	"Illinois"	"17"	"2006"	"2006"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	767	11120602	6.90
	"Illinois"	"17"	"2006"	"2006"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	325	11120602	2.92
	"Illinois"	"17"	"2006"	"2006"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	873	11120602	7.85
	"Illinois"	"17"	"2007"	"2007"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	754	11153482	6.76
	"Illinois"	"17"	"2007"	"2007"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3313	11153482	29.70
	"Illinois"	"17"	"2007"	"2007"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	788	11153482	7.07
	"Illinois"	"17"	"2007"	"2007"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	343	11153482	3.08
	"Illinois"	"17"	"2007"	"2007"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	944	11153482	8.46
	"Illinois"	"17"	"2008"	"2008"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	728	11177521	6.51
	"Illinois"	"17"	"2008"	"2008"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3358	11177521	30.04
	"Illinois"	"17"	"2008"	"2008"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	820	11177521	7.34
	"Illinois"	"17"	"2008"	"2008"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	353	11177521	3.16
	"Illinois"	"17"	"2008"	"2008"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1013	11177521	9.06
	"Illinois"	"17"	"2009"	"2009"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	759	11204772	6.77
	"Illinois"	"17"	"2009"	"2009"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3162	11204772	28.22
	"Illinois"	"17"	"2009"	"2009"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	729	11204772	6.51
	"Illinois"	"17"	"2009"	"2009"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	410	11204772	3.66
	"Illinois"	"17"	"2009"	"2009"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	992	11204772	8.85
	"Illinois"	"17"	"2010"	"2010"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	745	11221419	6.64
	"Illinois"	"17"	"2010"	"2010"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3098	11221419	27.61
	"Illinois"	"17"	"2010"	"2010"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	744	11221419	6.63
	"Illinois"	"17"	"2010"	"2010"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	300	11221419	2.67
	"Illinois"	"17"	"2010"	"2010"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1007	11221419	8.97
	"Illinois"	"17"	"2011"	"2011"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	737	11228492	6.56
	"Illinois"	"17"	"2011"	"2011"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3140	11228492	27.96
	"Illinois"	"17"	"2011"	"2011"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	749	11228492	6.67
	"Illinois"	"17"	"2011"	"2011"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	375	11228492	3.34
	"Illinois"	"17"	"2011"	"2011"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1049	11228492	9.34
	"Illinois"	"17"	"2012"	"2012"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	763	11180818	6.82
	"Illinois"	"17"	"2012"	"2012"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	3048	11180818	27.26
	"Illinois"	"17"	"2012"	"2012"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	751	11180818	6.72
	"Illinois"	"17"	"2012"	"2012"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	340	11180818	3.04
	"Illinois"	"17"	"2012"	"2012"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1098	11180818	9.82
	"Illinois"	"17"	"2013"	"2013"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	801	11138494	7.19
	"Illinois"	"17"	"2013"	"2013"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	2884	11138494	25.89
	"Illinois"	"17"	"2013"	"2013"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	765	11138494	6.87
	"Illinois"	"17"	"2013"	"2013"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	319	11138494	2.86
	"Illinois"	"17"	"2013"	"2013"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1113	11138494	9.99
	"Illinois"	"17"	"2014"	"2014"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	776	11092047	7.00
	"Illinois"	"17"	"2014"	"2014"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	2846	11092047	25.66
	"Illinois"	"17"	"2014"	"2014"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	812	11092047	7.32
	"Illinois"	"17"	"2014"	"2014"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	360	11092047	3.25
	"Illinois"	"17"	"2014"	"2014"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1162	11092047	10.48
	"Illinois"	"17"	"2015"	"2015"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	787	11029718	7.14
	"Illinois"	"17"	"2015"	"2015"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	2747	11029718	24.91
	"Illinois"	"17"	"2015"	"2015"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	743	11029718	6.74
	"Illinois"	"17"	"2015"	"2015"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	346	11029718	3.14
	"Illinois"	"17"	"2015"	"2015"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1147	11029718	10.40
	"Illinois"	"17"	"2016"	"2016"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	760	10930275	6.95
	"Illinois"	"17"	"2016"	"2016"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	2670	10930275	24.43
	"Illinois"	"17"	"2016"	"2016"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	765	10930275	7.00
	"Illinois"	"17"	"2016"	"2016"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	379	10930275	3.47
	"Illinois"	"17"	"2016"	"2016"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1182	10930275	10.81
	"Indiana"	"18"	"1999"	"1999"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	353	5294058	6.67
	"Indiana"	"18"	"1999"	"1999"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1983	5294058	37.46
	"Indiana"	"18"	"1999"	"1999"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	376	5294058	7.10
	"Indiana"	"18"	"1999"	"1999"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	157	5294058	2.97
	"Indiana"	"18"	"1999"	"1999"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	513	5294058	9.69
	"Indiana"	"18"	"2000"	"2000"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	397	5327654	7.45
	"Indiana"	"18"	"2000"	"2000"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	2019	5327654	37.90
	"Indiana"	"18"	"2000"	"2000"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	407	5327654	7.64
	"Indiana"	"18"	"2000"	"2000"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	126	5327654	2.37
	"Indiana"	"18"	"2000"	"2000"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	584	5327654	10.96
	"Indiana"	"18"	"2001"	"2001"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	407	5371665	7.58
	"Indiana"	"18"	"2001"	"2001"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1952	5371665	36.34
	"Indiana"	"18"	"2001"	"2001"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	413	5371665	7.69
	"Indiana"	"18"	"2001"	"2001"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	126	5371665	2.35
	"Indiana"	"18"	"2001"	"2001"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	587	5371665	10.93
	"Indiana"	"18"	"2002"	"2002"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	400	5398010	7.41
	"Indiana"	"18"	"2002"	"2002"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1879	5398010	34.81
	"Indiana"	"18"	"2002"	"2002"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	444	5398010	8.23
	"Indiana"	"18"	"2002"	"2002"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	136	5398010	2.52
	"Indiana"	"18"	"2002"	"2002"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	631	5398010	11.69
	"Indiana"	"18"	"2003"	"2003"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	419	5432301	7.71
	"Indiana"	"18"	"2003"	"2003"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1992	5432301	36.67
	"Indiana"	"18"	"2003"	"2003"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	443	5432301	8.15
	"Indiana"	"18"	"2003"	"2003"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	178	5432301	3.28
	"Indiana"	"18"	"2003"	"2003"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	655	5432301	12.06
	"Indiana"	"18"	"2004"	"2004"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	395	5463770	7.23
	"Indiana"	"18"	"2004"	"2004"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1996	5463770	36.53
	"Indiana"	"18"	"2004"	"2004"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	423	5463770	7.74
	"Indiana"	"18"	"2004"	"2004"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	131	5463770	2.40
	"Indiana"	"18"	"2004"	"2004"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	606	5463770	11.09
	"Indiana"	"18"	"2005"	"2005"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	390	5502355	7.09
	"Indiana"	"18"	"2005"	"2005"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1886	5502355	34.28
	"Indiana"	"18"	"2005"	"2005"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	447	5502355	8.12
	"Indiana"	"18"	"2005"	"2005"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	150	5502355	2.73
	"Indiana"	"18"	"2005"	"2005"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	635	5502355	11.54
	"Indiana"	"18"	"2006"	"2006"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	458	5545232	8.26
	"Indiana"	"18"	"2006"	"2006"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1900	5545232	34.26
	"Indiana"	"18"	"2006"	"2006"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	465	5545232	8.39
	"Indiana"	"18"	"2006"	"2006"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	162	5545232	2.92
	"Indiana"	"18"	"2006"	"2006"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	718	5545232	12.95
	"Indiana"	"18"	"2007"	"2007"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	456	5579691	8.17
	"Indiana"	"18"	"2007"	"2007"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1841	5579691	32.99
	"Indiana"	"18"	"2007"	"2007"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	432	5579691	7.74
	"Indiana"	"18"	"2007"	"2007"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	152	5579691	2.72
	"Indiana"	"18"	"2007"	"2007"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	677	5579691	12.13
	"Indiana"	"18"	"2008"	"2008"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	476	5607174	8.49
	"Indiana"	"18"	"2008"	"2008"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1906	5607174	33.99
	"Indiana"	"18"	"2008"	"2008"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	426	5607174	7.60
	"Indiana"	"18"	"2008"	"2008"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	206	5607174	3.67
	"Indiana"	"18"	"2008"	"2008"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	674	5607174	12.02
	"Indiana"	"18"	"2009"	"2009"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	458	5628577	8.14
	"Indiana"	"18"	"2009"	"2009"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1796	5628577	31.91
	"Indiana"	"18"	"2009"	"2009"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	425	5628577	7.55
	"Indiana"	"18"	"2009"	"2009"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	226	5628577	4.02
	"Indiana"	"18"	"2009"	"2009"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	714	5628577	12.69
	"Indiana"	"18"	"2010"	"2010"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	469	5642694	8.31
	"Indiana"	"18"	"2010"	"2010"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1808	5642694	32.04
	"Indiana"	"18"	"2010"	"2010"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	470	5642694	8.33
	"Indiana"	"18"	"2010"	"2010"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	184	5642694	3.26
	"Indiana"	"18"	"2010"	"2010"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	747	5642694	13.24
	"Indiana"	"18"	"2011"	"2011"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	501	5658835	8.85
	"Indiana"	"18"	"2011"	"2011"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1927	5658835	34.05
	"Indiana"	"18"	"2011"	"2011"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	427	5658835	7.55
	"Indiana"	"18"	"2011"	"2011"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	204	5658835	3.60
	"Indiana"	"18"	"2011"	"2011"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	761	5658835	13.45
	"Indiana"	"18"	"2012"	"2012"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	514	5648186	9.10
	"Indiana"	"18"	"2012"	"2012"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1844	5648186	32.65
	"Indiana"	"18"	"2012"	"2012"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	493	5648186	8.73
	"Indiana"	"18"	"2012"	"2012"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	156	5648186	2.76
	"Indiana"	"18"	"2012"	"2012"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	808	5648186	14.31
	"Indiana"	"18"	"2013"	"2013"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	550	5655869	9.72
	"Indiana"	"18"	"2013"	"2013"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1757	5655869	31.07
	"Indiana"	"18"	"2013"	"2013"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	443	5655869	7.83
	"Indiana"	"18"	"2013"	"2013"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	199	5655869	3.52
	"Indiana"	"18"	"2013"	"2013"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	805	5655869	14.23
	"Indiana"	"18"	"2014"	"2014"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	503	5655411	8.89
	"Indiana"	"18"	"2014"	"2014"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1774	5655411	31.37
	"Indiana"	"18"	"2014"	"2014"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	462	5655411	8.17
	"Indiana"	"18"	"2014"	"2014"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	217	5655411	3.84
	"Indiana"	"18"	"2014"	"2014"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	803	5655411	14.20
	"Indiana"	"18"	"2015"	"2015"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	576	5653553	10.19
	"Indiana"	"18"	"2015"	"2015"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1810	5653553	32.02
	"Indiana"	"18"	"2015"	"2015"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	449	5653553	7.94
	"Indiana"	"18"	"2015"	"2015"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	147	5653553	2.60
	"Indiana"	"18"	"2015"	"2015"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	819	5653553	14.49
	"Indiana"	"18"	"2016"	"2016"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	590	5641490	10.46
	"Indiana"	"18"	"2016"	"2016"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1810	5641490	32.08
	"Indiana"	"18"	"2016"	"2016"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	462	5641490	8.19
	"Indiana"	"18"	"2016"	"2016"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	191	5641490	3.39
	"Indiana"	"18"	"2016"	"2016"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	866	5641490	15.35
	"Iowa"	"19"	"1999"	"1999"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	122	2480632	4.92
	"Iowa"	"19"	"1999"	"1999"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	791	2480632	31.89
